0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
0.15747267,-0.23847368,0.042193346,0.10187145,-0.18609731,-0.14045656,0.39791632,-0.16412613,-0.26723948,0.46143633,0.03687733,0.49909967,-0.33840364,-0.095947415,0.48333707,0.017785106,-0.35592663,0.46227592,0.2764444,-0.3156768,-0.12317474,0.0010347299,0.20231572,-0.17924443,0.071578644,-0.019981328,0.102095485,-0.47631136,-0.42686367,0.20246772,-0.059760906,-0.16759168,0.06482919,0.4785703,0.1696274,0.50115246,-0.031007862,-0.5317295,0.33513975,-0.10798889,0.43175736,0.1862514,-0.14219137,-0.10628248,0.016830858,-0.7621534,0.009312327,0.09961523,-0.04013835,-0.2181346,-0.44189906,-0.5101549,0.33965304,0.6352476,0.72982556,0.5729083,0.29957432,-0.40564677,0.34638625,-0.29587644,0.1157916,-0.7185308,-0.2458933,-0.4385815,-0.0931764,-0.40729132,0.698976,0.34355673,-0.45333716,-0.06462157,-0.03503351,0.037692845,-0.03805552,0.051423892,0.009732242,-0.033630703,-0.21372113,0.20723718,0.36234567,-0.76751953,0.14627749,-0.67666924,4.551294e-05,0.4081568,-0.13579535,0.36747956,-0.06413044,0.052416183,-0.488175,-0.5806381,0.5691225,0.5213893,-0.38154966,-0.006653876,0.11550012,0.46644458,0.01738898,-0.22625788,0.5519595,0.3784178,-0.037952274,0.09063162
-0.26546162,0.20846233,-0.6239477,-0.6124273,-0.19610319,-0.27796873,0.38982692,-0.37456197,-0.03312845,-0.050628282,0.22378421,-0.003535177,-0.09350531,-0.5111073,-0.12929079,0.07426103,-0.17791922,0.09558674,0.2646771,-0.036662888,0.121423274,-0.6037658,-0.5455651,0.4512552,0.088785,-0.5275088,-0.37860903,0.42082405,0.36364597,0.3634207,-0.7645383,-0.8235088,-0.09993925,-0.11754377,-0.31898808,-0.06047278,0.5443149,-0.08452201,0.08903823,-0.19740225,0.023996195,-0.05741965,0.50160396,-0.050241143,0.09227917,-0.2463281,0.27278107,-0.6449793,0.47353908,0.3409287,-0.80283535,0.050559632,-0.6882224,-0.02878704,-0.29813445,-0.026387215,0.55533844,0.59108883,0.45990443,0.37461278,0.087987736,-0.30156368,0.2385116,0.3182265,-0.5687368,0.5841403,-0.18372412,0.116206214,0.17599663,0.02194305,0.1745519,-0.021936344,-0.07137301,0.08492492,-0.46898684,0.21863388,-0.10658605,0.1448698,0.1307475,0.43630114,0.2528149,-0.18037467,-0.073812515,-0.25874954,-0.05799151,-0.07725452,0.5728725,-0.6053237,0.47200313,0.27700883,-0.45337087,-0.59758055,-0.011614877,-0.5462231,0.6535911,0.38929263,0.2639458,0.09712617,0.78779733,0.2821168,0.5558917,0.31894606
0.25780612,0.21429764,0.013705701,0.37183085,-0.21468283,-0.5094041,0.45223686,0.13316184,-0.1653729,-0.23074156,0.2843131,0.29559916,0.45767584,-0.2364168,-0.20786226,0.19106907,-0.06229421,0.21679749,0.38830924,-0.19891684,0.58268875,-0.068168096,-0.112975754,0.33785868,0.26367193,-0.37963247,-0.23871316,0.21979342,0.3757729,0.42316934,-0.48044163,0.17761657,-0.42224497,-0.55709195,0.08879825,-0.33059466,-0.4431971,0.4505368,-0.0016751768,-0.48133978,-0.34931636,0.17397414,-0.27687255,-0.21393706,-0.30873406,0.62303746,0.19744824,0.13878146,-0.47060645,-0.06549129,0.18669344,0.49712184,0.38641167,0.007764966,-0.5996523,-0.36678228,-3.7076574e-05,0.09970439,-0.50946885,0.013979963,0.02720605,-0.3911084,-0.44298545,0.097318776,-0.4593401,0.24088855,0.5406748,0.27155957,0.55617833,0.2740325,0.33020356,-0.007527057,-0.19695471,-0.14332731,0.12952141,-0.69426924,0.30234176,0.440702,-0.14254619,-0.24411422,0.086208194,0.4659171,0.2818245,-0.068901464,-0.17197123,0.60050577,-0.40177208,0.4494907,0.047495265,-0.48619214,-0.5322839,-0.6249184,0.055400588,-0.2564235,0.46798414,-0.059502665,-0.4876623,0.17731968,0.72034144,0.08200275,-0.5957589,-0.22992697
-0.05947303,-0.024342194,-0.44726098,0.19830467,-0.021090604,0.16269973,-0.5468946,-0.11457233,-0.5155146,-0.2845414,-0.61173815,-0.015489676,0.34580287,-0.094577625,0.12761429,0.34575418,0.31424075,-0.083843194,0.14465395,-0.24671307,-0.7150445,-0.21644968,0.27646497,0.5603657,0.36647803,-0.13211033,0.5207449,0.016416607,-0.059120238,-0.61216736,0.4872229,0.058302127,-0.45578054,-0.05259597,-0.046185013,0.5552909,0.47584108,-0.30896172,-0.30610847,-0.3233133,-0.074693225,-0.37330246,0.5430481,0.427959,0.5025015,-0.3915313,0.32086942,-0.39594057,0.46185663,-0.48017532,-0.024397196,-0.19625126,-0.04683357,0.73412204,0.17440219,0.302882,0.16013801,-0.26741055,0.37805662,-0.51211786,0.10075822,-0.43370238,0.20382361,-0.01157871,0.0788778,-0.21617918,-0.2995446,0.87414044,-0.031870335,-0.8162219,-0.76524734,0.025805853,0.038253605,-0.42187583,-0.20292436,-0.2365643,0.44291577,-0.27094227,-0.3520683,0.43072358,-0.51608145,0.37503207,0.24937248,-0.60382086,0.054020435,0.29911822,-0.39209738,-0.09522465,-0.07179281,0.5328132,-0.12082258,0.22225086,-0.21734041,0.21431299,-0.39580974,-0.124905154,-0.21485086,-0.26790074,-0.1182368,0.6824777,-0.12038386,0.40185642
-0.07557588,0.37451622,-0.37178075,0.046294797,-0.3231563,-0.39982602,0.463702,0.47334692,-0.26759267,0.7362014,0.2918481,-0.07729407,-0.06825855,0.25793234,0.15754326,-0.1581702,-0.2990184,-0.06567219,0.15285683,-0.0707183,-0.5579146,0.18767379,-0.30710188,-0.38742092,-0.6039096,0.25018376,-0.21185614,0.41065952,0.5310967,-0.21823668,-0.3564629,0.51939833,-0.30463764,0.19917862,0.526391,-0.43480483,0.15462814,-0.1177144,0.33151138,-0.15901102,0.11927804,0.43668836,-0.05928863,0.45506176,0.38334563,0.107504785,0.31314325,-0.22937539,-0.23028922,0.41692886,-0.40580004,-0.39679152,-0.39269385,0.5728411,-0.56987035,0.09540622,-0.15475644,-0.15995093,-0.2410623,0.36144266,-0.26032975,0.029390646,-0.40982455,0.15584467,0.66220635,-0.32404774,0.297142,0.5054278,0.58132213,-0.27780738,-0.5944041,-0.34792894,-0.054869536,-0.0034398634,0.23884408,0.0939433,0.14725068,0.13130549,-0.06526243,0.43936548,-0.61798507,0.29533696,-0.38096198,-0.15483582,-0.14677706,-0.19826026,-0.010149832,-0.12838528,0.044313468,-0.89575213,0.29815874,-0.5055945,0.53188354,-0.42754093,-0.33971733,0.29207364,0.15514547,-0.37176347,0.3460691,-0.31065735,-0.5970113,-0.66880554
-0.32133242,-0.66874576,-0.5018564,0.15961245,0.7634239,0.43699938,-0.47913015,0.43229342,-0.1509891,0.52473027,-0.25683674,0.277162,-0.071392216,-0.47638935,-0.30084088,0.039562132,-0.33566144,-0.3564179,-0.08755367,-0.08053613,0.5302469,0.17702067,0.01908095,0.055340797,-0.5430193,0.14485367,0.14926422,0.3670756,0.13182212,0.22423066,-0.27932173,-0.13932723,0.3844953,0.057168704,0.41799122,-0.07547158,-0.63661736,0.6560099,-0.09846291,-0.13611636,-0.24649702,0.69622844,0.123745285,0.05437815,0.021330103,0.5929058,0.6670655,0.02500987,-0.479359,-0.31227207,0.24221592,0.30656084,-0.52375096,-0.16117054,-0.08883514,0.13786367,0.7385192,-0.07951745,-0.5632739,-0.40028882,0.65886146,-0.35767987,0.3159467,-0.14912462,0.31876656,0.02221518,0.40293062,0.16749728,0.20315218,0.16593629,0.2108735,-0.7212586,0.4461438,-0.15195,-0.09437105,0.2731174,0.43420473,0.3948834,-0.2763857,0.21698359,0.093860045,-0.50742877,0.33696344,-0.37841007,0.18226877,-0.35396713,0.12632722,-0.5029861,-0.016247878,0.1254555,0.3091273,0.07675156,-0.3983572,-0.16411914,-0.3000786,0.46355817,0.5980734,-0.41875783,-0.11842608,-0.20561251,-0.10630733,0.31283802
-0.17495015,-0.22196832,0.17490534,-0.44601518,0.19951716,0.3510745,-0.18364723,-0.1611044,0.09916968,-0.16126275,0.5224682,-0.16032639,-0.425371,-0.3841655,-0.07659438,-0.10361084,0.29067627,-0.09361725,-0.07910734,-0.30075908,0.26360387,0.3037598,-0.4340076,-0.7403677,-0.121636875,-0.168292,0.42232555,-0.01987515,-0.10306231,-0.072829016,0.20012805,0.48155013,0.102894686,-0.07383106,0.09295414,-0.47948265,-0.2937139,0.06421944,0.2956115,0.3487748,0.38156387,-0.1649301,-0.103510484,0.1470755,-0.68433684,-0.21075095,-0.3030045,0.6779924,-0.33693033,-0.029001638,-0.40837973,0.039000604,-0.17198984,-0.12853716,-0.31893903,0.5428421,-0.3260776,0.3088387,0.4715613,0.04607124,0.55713254,0.3829832,-0.43091103,-0.25682372,0.40219945,0.35671666,0.36904564,-0.16818003,0.37214527,0.4896765,0.6905013,-0.08569714,-0.11285504,0.38420817,-0.45586604,-0.31634384,-0.27005807,-0.057312284,-0.37188035,0.13646749,0.36723343,-0.019888522,0.4816139,-0.16907096,0.20892301,0.0015376544,0.64954305,0.12737155,-0.718049,-0.16787966,-0.04865308,0.012437867,0.00232388,-0.19400147,0.42553973,0.67837495,-0.18827231,-0.009760756,-0.43509275,0.08461813,-0.10633984,0.049530234
-0.35554984,0.06946304,-0.28985047,-0.16644861,-0.5377895,-0.040842064,0.02147634,-0.32763487,-0.13501906,0.26619107,0.09713709,0.2664939,-0.5119613,-0.29431832,-0.41389665,-0.5039886,0.40607476,-0.030648084,-0.7328062,0.59473246,0.23582417,0.11748142,0.111219876,-0.048263308,0.39440247,0.17842901,0.0065070833,0.2904116,0.3653053,0.0055584405,-0.30508175,-0.1901806,0.018569827,0.5029468,0.5428629,-0.20292121,-0.16593342,0.06730479,-0.019218057,0.077707455,-0.09054395,0.2720325,0.13101147,0.60041326,-0.05030956,-0.29529923,-0.35728174,-0.2595021,0.50329304,-0.00036388665,-0.59739137,0.14181891,0.3938176,0.45776877,-0.15431136,0.23582275,0.85163254,0.23116973,0.0062644114,0.33270466,0.15540935,0.53548867,-0.32362714,0.36860657,0.34378818,0.025244998,-0.16922209,0.68294597,-0.54147816,0.32830372,-0.1823749,0.21211237,-0.3411286,-0.5177141,0.09532876,0.2246785,0.05287862,0.070278786,-0.4598237,-0.05345588,-0.46297872,-0.15129818,-0.39604673,-0.52200264,0.41722146,0.5860651,-0.1217592,0.04138792,-0.5922448,0.42072764,0.007581324,0.50148624,0.59297544,-0.007273814,0.2880587,-0.44384098,-0.14762835,0.48606417,-0.32608858,0.37667477,0.44259676,-0.5330035
0.21756274,0.48856628,-0.11570175,0.37961465,0.19355771,0.37635493,-0.2760786,0.09316852,0.013302522,-0.7262264,0.031597562,-0.65990144,0.44846752,0.23834495,0.43330348,-0.41581538,-0.33728006,0.20407957,-0.7362965,0.08337183,-0.1627712,-0.15122417,-0.592015,-0.41932574,0.6245333,-0.110131375,0.1646447,0.011118885,-0.3033596,-0.2578752,0.15805718,-0.6494022,-0.29038396,-0.2849073,0.3153318,0.3360122,0.2448073,0.5051234,-0.14189462,-0.25233132,0.33024004,0.21132027,0.21532981,0.40277267,-0.32249987,-0.08489497,-0.43407163,0.25882375,-0.30082512,0.1839986,-0.4305059,-0.035412896,-0.46142444,-0.54897296,0.2707127,0.6345391,0.7475689,-0.41671786,0.13126215,0.32652068,0.21555741,0.60636467,0.19139688,-0.13862021,0.110672496,-0.16346021,0.17595674,-0.37277582,-0.49550018,0.41268948,0.17683192,-0.55058354,-0.0071296333,-0.3604608,0.29568738,-0.36239043,-0.43508756,0.05592272,-0.028671995,-0.64170486,-0.06662848,-0.3437102,0.4227501,-0.3063306,-0.37844843,0.055483785,-0.034608066,-0.21819068,-0.3783224,0.31599852,0.23162554,-0.6013059,-0.53005046,-0.5486065,0.3855272,0.058928292,-0.40275335,0.3647162,-0.103882104,0.33420327,0.16262238,0.24437918
-0.29077673,-0.5491941,0.092174575,-0.052091837,-0.49331546,0.028624551,0.055923752,-0.39062026,0.33496493,0.018647483,-0.26884848,-0.24546789,-0.58290464,0.5078844,0.096251965,0.05265956,-0.48575327,-0.28008303,-0.3093683,0.1563918,-0.41085118,0.434297,0.19956085,0.08406742,0.16614716,0.45366615,-0.2711711,0.34655556,-0.02247425,-0.42203856,-0.24585783,-0.18780458,0.10860445,0.38078266,-0.08009993,0.029965218,0.07761022,0.111359574,0.0434989,0.12464292,0.5201819,-0.17642373,0.7136832,0.02938501,-0.10802916,-0.09038398,-0.24931546,-0.76461464,-0.037670337,0.022720182,0.16610749,-0.30354264,0.36461338,-0.30889004,-0.52753043,0.16908751,-0.6696449,-0.57430124,0.31973073,0.476613,-0.3561821,-0.229327,-0.29472357,0.43273494,0.12992653,-0.15580198,-0.7661784,0.40468517,-0.5935891,0.26189247,0.24981308,-0.51263857,-0.113382526,0.11633954,-0.19312541,-0.43688884,-0.091832325,0.5508587,0.22847633,0.6485625,-0.006876443,-0.16989586,-0.2192786,-0.2947075,0.55756843,-0.23168455,-0.16662543,-0.33690092,-0.05210778,0.22630954,-0.65299076,0.041423123,-0.23753807,0.27168596,-0.2528786,-0.5468372,0.03739797,-0.2008327,-0.32090402,0.28707218,0.014584071,-0.29918954
